Name;FirstName;BirthDate;Address_Line1;Address_Line2;Address_ZipCode;Address_City;Address_Country;Address_State;SSN;MaritalStatus;BirthRank;AttachedToAnOtherSSN;Classifications;BankAccount_Name;BankAccount_EffectiveDate;BankAccount_EndDate;BankAccount_AccountType;BankAccount_Address_Line1;BankAccount_Address_Line2;BankAccount_Address_ZipCode;BankAccount_Address_City;BankAccount_Address_Country;BankAccount_Address_State;BankAccount_AccountHolderName;BankAccount_DepositType;BankAccount_Currency;BankAccount_AccountNumber;BankAccount_RoutingNumber;BankAccount_PrenoteCompleted;BankAccount_Validated;LE;MemberId;HireDate;WorksiteState;TerminationDate;TerminationReason;EmploymentStatus;BaseSalaryAmount;BaseSalaryFrequency;WorkingHours;WorkingHoursDefinedForFrequency;WorkingCategory;SalaryCommissionAmount;SalaryCommissionFrequency;SalaryBonusAmount;SalaryBonusFrequency
Erbentraut;Jospeh;07241962;1595 South Hubbard Street ;;45202;Cincinnati;USA;OH;144235537;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1096;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Goeman;Hyman;08241961;97 Circle Lane;;10001;New York;USA;NY;359492269;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1097;09052006;NY;;;Active;17250;Annually;20;Weekly;Part time;0;Annually;0;Annually
Angelozzi;Hong;03141954;277 Main Street;;77995;San Marcos;USA;TX;256715177;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1098;09052006;TX;;;Active;20000;Annually;25;Weekly;Part time;0;Annually;0;Annually
Krucke;Jewel;04191952;100 Lawrence Circle;;45202;Cincinnati;USA;OH;294421814;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1099;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Guarracino;Andreas;10161963;120 Bankers Court;;74103;Tulsa;USA;OK;269126427;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1100;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Aprigliano;Loyce;09221971;7058 Main St.;;97086;Portland;USA;OR;952924213;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1101;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Mesdaq;Dorsey;02131942;116 Johnson Way;;68102;Omaha;USA;NE;169396877;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1102;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Loggens;Eneida;09151942;82 Main Street;;74103;Tulsa;USA;OK;515615867;Single;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1103;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Gossin;Man;08151975;15 Broadway;;77995;San Marcos;USA;TX;338769659;Single;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1104;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Chludzinski;Malik;08151975;15 Broadway;;77995;San Marcos;USA;TX;288585266;Single;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1105;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Abington;Yun;09041974;94 Lawrence;;97086;Portland;USA;OR;399443226;Single;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1106;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Mickenheim;Asuncion;07121965;127 Kansas Ave;;45202;Cincinnati;USA;OH;398294447;Single;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1107;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Mundhenk;Franklyn;01221965;84 Lincoln;;68102;Omaha;USA;NE;495561949;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1108;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Houghtelling;Tonie;01221942;87 Tower of Americas;;10001;New York;USA;NY;556494281;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1109;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Carnahiba;Myrtie;06171964;84 Caliper Court;;10001;New York;USA;NY;124253288;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1110;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Bicking;Margurite;07241962;1596 South Hubbard Street ;;45202;Cincinnati;USA;OH;331359446;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1111;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Danella;Vivienne;08241961;98 Circle Lane;;10001;New York;USA;NY;828282627;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1112;09052006;NY;;;Active;17250;Annually;20;Weekly;Part time;0;Annually;0;Annually
Hradecky;Jeromy;03141954;278 Main Street;;77995;San Marcos;USA;TX;468333195;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1113;09052006;TX;;;Active;20000;Annually;25;Weekly;Part time;0;Annually;0;Annually
Hammerlund;Wai;04191952;101 Lawrence Circle;;45202;Cincinnati;USA;OH;277785245;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1114;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Malovich;Britni;10161963;121 Bankers Court;;74103;Tulsa;USA;OK;758961977;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1115;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Aiudi;Lera;09221971;7059 Main St.;;97086;Portland;USA;OR;978181278;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1116;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Brentnall;Tonie;02131942;117 Johnson Way;;68102;Omaha;USA;NE;962212164;Married;3;FALSE;Smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1117;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Fouyer;Renaldo;09151942;83 Main Street;;74103;Tulsa;USA;OK;786917699;Single;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1118;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Giove;Willia;08151975;15 Broadway;;77995;San Marcos;USA;TX;436557798;Single;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1119;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Almgren;Neoma;08151975;15 Broadway;;77995;San Marcos;USA;TX;531671434;Single;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1120;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Chittom;Gaylord;09041974;95 Lawrence;;97086;Portland;USA;OR;478484491;Single;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1121;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Cohlmia;Oswaldo;07121965;128 Kansas Ave;;45202;Cincinnati;USA;OH;631632845;Single;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1122;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Ogwynn;Vincenzo;01221965;85 Lincoln;;68102;Omaha;USA;NE;292317757;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1123;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Ekstrum;Patricia;01221942;88 Tower of Americas;;10001;New York;USA;NY;662183921;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1124;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Illich;Shawnee;06171964;85 Caliper Court;;10001;New York;USA;NY;444659716;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1125;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Connette;Myrtie;07241962;1597 South Hubbard Street ;;45202;Cincinnati;USA;OH;914641961;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1126;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Forgach;Tonie;08241961;99 Circle Lane;;10001;New York;USA;NY;857521737;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1127;09052006;NY;;;Active;17250;Annually;20;Weekly;Part time;0;Annually;0;Annually
Battenhouse;Nickie;03141954;279 Main Street;;77995;San Marcos;USA;TX;513458847;Married;4;FALSE;Smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1128;09052006;TX;;;Active;20000;Annually;25;Weekly;Part time;0;Annually;0;Annually
Gleiss;Arnoldo;04191952;102 Lawrence Circle;;45202;Cincinnati;USA;OH;732724527;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1129;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Konma;Delta;10161963;122 Bankers Court;;74103;Tulsa;USA;OK;973483914;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1130;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Masom;Buck;09221971;7060 Main St.;;97086;Portland;USA;OR;458446585;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1131;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Guiao;Del;02131942;118 Johnson Way;;68102;Omaha;USA;NE;353412541;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1132;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Calzone;Kenyetta;09151942;84 Main Street;;74103;Tulsa;USA;OK;731851639;Single;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1133;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Doulani;Ezequiel;08151975;15 Broadway;;77995;San Marcos;USA;TX;612168927;Single;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1134;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Knorp;Larisa;08151975;15 Broadway;;77995;San Marcos;USA;TX;156899969;Single;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1135;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Bargeron;Lucrecia;09041974;96 Lawrence;;97086;Portland;USA;OR;296246623;Single;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1136;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Meteer;Oswaldo;07121965;129 Kansas Ave;;45202;Cincinnati;USA;OH;212964981;Single;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1137;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Bodfish;Jolie;01221965;86 Lincoln;;68102;Omaha;USA;NE;318543794;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1138;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Cristello;Walton;01221942;89 Tower of Americas;;10001;New York;USA;NY;273397943;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1139;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Fefer;Katherin;06171964;86 Caliper Court;;10001;New York;USA;NY;588588796;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1140;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Laglie;Leandro;07241962;1598 South Hubbard Street ;;45202;Cincinnati;USA;OH;486562738;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1141;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Askia;Shad;08241961;100 Circle Lane;;10001;New York;USA;NY;492461371;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1142;09052006;NY;;;Active;17250;Annually;20;Weekly;Part time;0;Annually;0;Annually
Coswell;Willia;03141954;280 Main Street;;77995;San Marcos;USA;TX;572842898;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1143;09052006;TX;;;Active;20000;Annually;25;Weekly;Part time;0;Annually;0;Annually
Hidaka;Waylon;04191952;103 Lawrence Circle;;45202;Cincinnati;USA;OH;355673115;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1144;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Clan;Rolf;10161963;123 Bankers Court;;74103;Tulsa;USA;OK;233977487;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1145;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Felli;Toney;09221971;7061 Main St.;;97086;Portland;USA;OR;462891268;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1146;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Mausey;Dahlia;02131942;119 Johnson Way;;68102;Omaha;USA;NE;398511649;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1147;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Meggett;Lindsay;09151942;85 Main Street;;74103;Tulsa;USA;OK;217625592;Single;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1148;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Lenigan;Gia;08151975;15 Broadway;;77995;San Marcos;USA;TX;113676851;Single;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1149;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Desilvo;Elease;08151975;15 Broadway;;77995;San Marcos;USA;TX;214716149;Single;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1150;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Bunkers;Leandro;09041974;97 Lawrence;;97086;Portland;USA;OR;796542364;Single;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1151;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Maynerich;Arnetta;07121965;130 Kansas Ave;;45202;Cincinnati;USA;OH;864163949;Single;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1152;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Aney;Lesley;01221965;87 Lincoln;;68102;Omaha;USA;NE;695678728;Married;4;FALSE;Smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1153;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Ahimud;Margeret;01221942;90 Tower of Americas;;10001;New York;USA;NY;354154118;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1154;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Mcpartlin;Dominque;06171964;87 Caliper Court;;10001;New York;USA;NY;692186381;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1155;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Lefeld;Jae;07241962;1599 South Hubbard Street ;;45202;Cincinnati;USA;OH;899685779;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1156;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Dummitt;Song;08241961;101 Circle Lane;;10001;New York;USA;NY;563214733;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1157;09052006;NY;;;Active;17250;Annually;20;Weekly;Part time;0;Annually;0;Annually
Holgersen;Wes;03141954;281 Main Street;;77995;San Marcos;USA;TX;451935917;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1158;09052006;TX;;;Active;20000;Annually;25;Weekly;Part time;0;Annually;0;Annually
Gabino;Cristopher;04191952;104 Lawrence Circle;;45202;Cincinnati;USA;OH;233813353;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1159;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Lambertus;Georgene;10161963;124 Bankers Court;;74103;Tulsa;USA;OK;392884661;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1160;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Breeman;Von;09221971;7062 Main St.;;97086;Portland;USA;OR;772745694;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1161;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Gregas;Venice;02131942;120 Johnson Way;;68102;Omaha;USA;NE;945296841;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1162;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Benston;Harmony;09151942;86 Main Street;;74103;Tulsa;USA;OK;269248445;Single;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1163;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Durelli;Sid;08151975;15 Broadway;;77995;San Marcos;USA;TX;992219674;Single;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1164;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Arildsen;Shon;08151975;15 Broadway;;77995;San Marcos;USA;TX;618519377;Single;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1165;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Eilbeck;Marna;09041974;98 Lawrence;;97086;Portland;USA;OR;387441988;Single;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1166;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Ahimud;Lauren;07121965;131 Kansas Ave;;45202;Cincinnati;USA;OH;596561755;Single;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1167;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Gehred;Harland;01221965;88 Lincoln;;68102;Omaha;USA;NE;413152738;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1168;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Pedeare;Laila;01221942;91 Tower of Americas;;10001;New York;USA;NY;855681857;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1169;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Emdee;Edmundo;06171964;88 Caliper Court;;10001;New York;USA;NY;788494798;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1170;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Bousqute;Halina;07241962;1600 South Hubbard Street ;;45202;Cincinnati;USA;OH;335376727;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1171;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Kramarczyk;Cortez;08241961;102 Circle Lane;;10001;New York;USA;NY;966477567;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1172;09052006;NY;;;Active;17250;Annually;20;Weekly;Part time;0;Annually;0;Annually
Marentez;Gaylord;03141954;282 Main Street;;77995;San Marcos;USA;TX;868266421;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1173;09052006;TX;;;Active;20000;Annually;25;Weekly;Part time;0;Annually;0;Annually
Hondros;France;04191952;105 Lawrence Circle;;45202;Cincinnati;USA;OH;427673758;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1174;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Doljac;Margurite;10161963;125 Bankers Court;;74103;Tulsa;USA;OK;221671824;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1175;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Judie;Hosea;09221971;7063 Main St.;;97086;Portland;USA;OR;442759354;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1176;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Gluc;Len;02131942;121 Johnson Way;;68102;Omaha;USA;NE;391213868;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1177;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Arrindel;Cecila;09151942;87 Main Street;;74103;Tulsa;USA;OK;769946684;Single;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1178;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Beukema;Letty;08151975;15 Broadway;;77995;San Marcos;USA;TX;349279445;Single;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1179;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Bahri;Terresa;08151975;15 Broadway;;77995;San Marcos;USA;TX;575578138;Single;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1180;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Cichonski;Shona;09041974;99 Lawrence;;97086;Portland;USA;OR;846747438;Single;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1181;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Bunzey;Porter;07121965;132 Kansas Ave;;45202;Cincinnati;USA;OH;133643536;Single;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1182;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Houghtelling;Arlen;01221965;89 Lincoln;;68102;Omaha;USA;NE;788986446;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1183;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Lichota;Johnson;01221942;92 Tower of Americas;;10001;New York;USA;NY;198857537;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1184;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Gubbins;Bethel;06171964;89 Caliper Court;;10001;New York;USA;NY;127594652;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1185;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Beskom;Tuan;07241962;1601 South Hubbard Street ;;45202;Cincinnati;USA;OH;612169622;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1186;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Korzyniowski;Rudolf;08241961;103 Circle Lane;;10001;New York;USA;NY;625874379;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1187;09052006;NY;;;Active;17250;Annually;20;Weekly;Part time;0;Annually;0;Annually
Moscaritolo;Valda;03141954;283 Main Street;;77995;San Marcos;USA;TX;783876925;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1188;09052006;TX;;;Active;20000;Annually;25;Weekly;Part time;0;Annually;0;Annually
Baumfalk;Wally;04191952;106 Lawrence Circle;;45202;Cincinnati;USA;OH;711344968;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1189;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Krabbenhoft;Carie;10161963;126 Bankers Court;;74103;Tulsa;USA;OK;997947532;Married;4;FALSE;Smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1190;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Leahman;Keneth;09221971;7064 Main St.;;97086;Portland;USA;OR;338581959;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1191;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Kadow;Denita;02131942;122 Johnson Way;;68102;Omaha;USA;NE;665597674;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1192;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Gureczny;Santana;09151942;88 Main Street;;74103;Tulsa;USA;OK;425892547;Single;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1193;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Hoelzel;Ossie;08151975;15 Broadway;;77995;San Marcos;USA;TX;414888646;Single;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1194;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Lauretta;Lauren;08151975;15 Broadway;;77995;San Marcos;USA;TX;233757525;Single;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1195;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Dorpinghaus;Shanice;09041974;100 Lawrence;;97086;Portland;USA;OR;131818298;Single;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1196;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Emperor;Alysha;07121965;133 Kansas Ave;;45202;Cincinnati;USA;OH;733869533;Single;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1197;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Cader;Shon;01221965;90 Lincoln;;68102;Omaha;USA;NE;552136181;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1198;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Meuler;Kaylene;01221942;93 Tower of Americas;;10001;New York;USA;NY;478122365;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;1199;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
